index,producer->batch_size,producer->linger_ms,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,broker->num.partitions,broker->num.replica.fetchers,consumer->fetch_wait_max_ms,consumer->fetch_min_bytes,consumer->batch_interval,topic->partitions,gc_collection_count,gc_collection_time,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_TotalTimeMs,network_request_FetchFollower_TotalTimeMs,network_request_Fetch_MessageConversionsTimeMs,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_open_fd_count,os_process_cpu_time,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_replica_fetcher_MinFetchRate,server_replica_manager_LeaderCount,server_replica_manager_PartitionCount,threading_daemon_thread_count,threading_peak_thread_count,threading_thread_count,latency_min,latency_max,latency_median,latency_mean,latency_std,latency_25th,latency_50th,latency_75th,latency_90th,latency_95th,latency_99th
772,86252,72,22,9,1371,8,2,645,223774,4,11,26457589771715.48,28053278806845.28,391.4,64.02,1.09,48.19,49.28,12.05,0.97,0.99,241.12,256959542.01,18.3,48.16,0.83,0.96,11.09,4.0,11.0,38.0,88.0,88.0,0.28,5.41,2.77,2.77,1.15,1.82,2.77,3.71,4.31,4.58,4.97
773,256385,68,22,21,264,9,5,248,52969,6,11,38638001746264.64,36463733206717.88,338.2,66.64,1.33,100.82,102.15,12.61,0.97,1.0,245.0,283967203.79,1329.84,50.46,0.82,1.03,11.64,4.0,11.0,49.0,99.0,99.0,0.39,8.06,4.02,4.03,1.73,2.59,4.02,5.46,6.37,6.79,7.36
774,81538,23,14,15,3503,2,2,158,48414,6,8,18726230563840.28,20017174049245.71,264.75,60.13,0.82,135.08,135.91,33.79,0.96,0.99,202.19,305213476.26,4710.63,67.6,0.55,0.62,30.17,2.0,8.0,43.0,82.0,82.0,0.45,7.56,3.84,3.87,1.68,2.48,3.84,5.26,6.15,6.55,7.09
775,81053,77,10,6,1342,4,7,884,68570,7,4,28976767123782.0,30569749752222.58,258.66,59.19,0.87,21.05,21.94,10.52,1.0,0.99,180.0,172595251.27,1.85,10.51,0.6,0.85,9.74,1.0,4.0,34.0,68.0,68.0,0.97,8.37,4.7,4.67,1.84,3.13,4.7,6.24,7.11,7.58,8.03
776,54334,78,16,14,1194,1,6,380,92411,6,4,31159799806494.92,27951795175295.15,382.01,61.29,0.8,24.1,24.94,12.05,0.96,1.0,210.0,198951808.83,1.74,12.05,0.58,0.78,11.37,1.0,4.0,43.0,87.0,87.0,0.84,7.09,3.98,3.99,1.57,2.69,3.98,5.31,6.08,6.48,6.88
777,152803,44,12,1,4198,2,3,149,130674,6,5,47039962597358.38,40951227988975.46,281.89,61.83,1.19,36.11,37.32,18.06,0.97,0.95,183.0,235569494.98,1971.85,36.11,0.92,1.09,16.26,2.0,5.0,29.0,64.0,64.0,0.66,7.52,4.0,4.0,1.62,2.67,4.0,5.35,6.14,6.55,7.11
778,29061,87,12,12,1554,1,1,712,243349,8,9,28106618098179.77,27614859893480.78,198.12,60.39,1.48,21.62,23.13,10.82,0.95,0.99,187.08,200508386.47,11.12,32.48,0.76,1.23,9.95,3.0,9.0,40.0,75.0,75.0,0.55,10.3,5.32,5.31,2.24,3.47,5.32,7.17,8.31,8.83,9.53
779,143469,63,13,14,311,9,5,456,146727,3,9,38054249413160.68,36134749440538.38,296.46,62.82,1.63,80.46,82.09,13.41,1.0,0.99,210.12,263569486.07,7757.99,40.27,0.76,0.87,12.42,3.0,9.0,42.0,82.0,82.0,0.24,4.22,2.1,2.09,0.86,1.39,2.1,2.8,3.24,3.46,3.76
780,88810,13,8,14,1712,6,4,800,187299,3,12,38899634281055.46,43153015112689.17,372.12,65.07,1.99,439.25,441.38,54.99,0.95,0.99,208.0,359071679.54,2128.15,219.94,0.67,0.78,49.95,4.0,12.0,42.0,79.0,79.0,0.18,5.59,2.04,2.05,0.91,1.31,2.04,2.78,3.24,3.46,3.99
781,16483,93,18,2,1491,9,4,286,261661,4,10,29760006553232.06,27318378199428.53,312.47,66.94,1.3,93.24,94.55,15.54,0.97,0.97,230.12,299363523.41,1163.75,46.63,0.67,0.76,14.27,3.0,10.0,30.0,76.0,76.0,0.28,5.42,2.78,2.76,1.15,1.81,2.78,3.7,4.28,4.56,4.93
782,167251,48,2,15,578,1,4,187,83165,9,5,37408487628464.43,35947643149465.82,321.83,60.82,1.52,65.63,67.14,16.41,0.98,1.0,159.08,276398555.52,1033.53,32.78,0.94,1.46,15.07,2.0,5.0,43.0,69.0,69.0,0.95,11.28,5.74,5.82,2.46,3.76,5.74,7.88,9.13,9.76,10.64
783,155413,64,22,12,602,8,2,283,144353,5,7,38959223058789.79,38665849929090.58,428.94,59.93,0.94,52.47,53.41,13.12,1.0,0.99,237.0,259023266.79,3.28,26.24,0.67,0.77,11.91,2.0,7.0,41.0,91.0,91.0,0.46,6.71,3.41,3.4,1.39,2.27,3.41,4.55,5.26,5.59,6.07
784,234646,52,13,11,4747,2,7,866,10207,9,9,22995110343127.46,24602260263742.33,245.94,57.34,1.37,96.81,98.17,16.13,1.0,0.99,222.0,287561798.2,8.51,48.46,0.75,1.16,14.73,3.0,9.0,40.0,83.0,83.0,0.61,11.7,5.77,5.83,2.54,3.72,5.77,7.93,9.28,9.89,10.71
785,193328,76,3,4,2396,7,3,723,91939,5,10,19237123398119.64,28554714223546.14,413.27,63.42,1.2,22.65,23.88,11.33,0.96,0.99,173.0,212325546.4,2790.66,34.02,0.69,0.87,10.42,3.0,10.0,33.0,62.0,62.0,0.35,7.54,3.48,3.46,1.45,2.27,3.48,4.65,5.39,5.73,6.25
786,81291,73,10,12,2797,8,5,568,154104,9,3,20104325939520.18,30967896944784.28,413.65,53.79,1.32,23.74,25.06,11.87,1.0,0.99,175.0,177563019.38,2.16,11.89,0.79,1.32,11.4,1.0,3.0,40.0,73.0,73.0,1.58,11.47,6.0,6.0,2.32,4.07,6.0,7.96,8.99,9.63,10.55
787,33469,5,19,19,4634,2,8,190,26294,8,13,29197425790967.89,23460603001522.97,470.43,71.57,1.24,794.86,795.8,101.99,0.99,0.99,258.0,509667050.81,31534.27,398.61,0.51,0.77,86.5,4.0,13.0,48.0,100.08,100.08,0.31,11.12,5.55,5.36,2.3,3.49,5.55,7.26,8.27,8.74,9.51
788,192198,82,10,8,2707,1,2,683,247166,1,8,24594689385522.85,31713619671580.42,290.81,59.51,2.33,41.93,44.26,10.48,1.0,0.99,202.13,226915941.59,0.0,31.49,0.89,1.18,9.66,3.0,8.0,37.0,76.0,76.0,0.26,3.34,1.22,1.24,0.44,0.9,1.22,1.54,1.8,1.96,2.32
789,203653,14,9,6,2743,6,1,850,93330,8,11,18293867216386.63,20188194864181.89,477.98,62.44,1.22,100.32,101.61,50.19,0.99,0.99,180.08,310647558.1,3217.72,200.74,0.75,1.09,46.18,4.0,11.0,34.0,66.0,66.0,0.42,10.14,5.07,5.1,2.29,3.19,5.07,7.02,8.2,8.71,9.41
790,253061,69,14,15,3604,1,2,544,206871,3,13,29088996378750.69,30648680102143.92,345.11,54.12,1.96,49.79,51.75,12.46,0.9,0.93,194.06,223694825.56,12.56,49.77,0.69,0.8,11.37,4.0,13.0,40.31,76.88,76.88,0.2,5.75,2.16,2.17,0.92,1.43,2.16,2.89,3.36,3.6,4.16
791,183554,16,15,22,2095,6,3,572,41486,5,14,22893113240598.14,26097052565999.24,291.17,63.81,1.19,93.22,94.41,46.61,0.92,0.92,186.64,246520432.44,7903.89,233.05,0.72,0.82,41.5,5.0,14.0,46.43,81.71,81.71,0.26,6.71,3.31,3.31,1.44,2.13,3.31,4.5,5.24,5.57,6.02
792,125816,1,5,3,1846,3,6,34,130957,6,4,33965427058402.32,38049577414399.48,304.43,67.92,1.49,241.47,243.04,60.47,0.95,0.97,163.0,329922200.3,3890.16,121.03,1.12,1.38,54.67,2.0,4.0,31.0,59.0,59.0,0.8,7.19,3.98,3.97,1.57,2.68,3.98,5.3,6.06,6.45,6.84
793,260982,36,22,23,2175,5,4,891,33413,6,5,25553443272464.64,27737657801281.49,305.79,53.15,1.11,87.93,89.04,21.98,1.0,1.0,219.07,280470072.34,844.14,43.96,0.9,1.01,21.32,2.0,5.0,51.0,97.0,97.0,0.63,9.04,4.08,4.05,1.67,2.67,4.08,5.43,6.23,6.65,7.32
794,237749,98,16,15,2083,6,9,38,181148,8,6,19376380301888.39,22770040919695.82,396.81,60.89,1.33,35.21,36.55,8.8,1.0,0.99,218.0,217563275.87,0.0,17.57,0.79,1.2,8.05,2.0,6.0,44.0,89.0,89.0,0.74,9.79,5.21,5.22,2.17,3.43,5.21,7.03,8.15,8.68,9.37
795,164701,65,10,7,1717,2,5,549,211036,2,5,29869038220678.21,28008061812546.84,475.58,57.53,1.95,50.03,51.97,12.51,1.0,0.99,183.0,233187227.4,3.73,25.04,0.95,1.16,11.63,2.0,5.0,35.0,70.0,70.0,0.29,3.33,1.48,1.48,0.57,1.02,1.48,1.94,2.22,2.37,2.62
796,41574,12,1,1,2838,5,8,630,178123,9,13,25688466700603.32,25939924738452.21,388.34,57.21,1.43,577.89,579.31,57.83,0.82,0.84,172.91,259979926.97,2921.84,289.04,0.77,1.13,52.12,5.0,13.0,26.36,53.64,53.64,0.38,12.66,5.77,5.79,2.62,3.62,5.77,7.96,9.33,9.93,10.82
797,148032,79,2,8,3081,7,8,435,114542,6,4,43865459586805.1,37660236430282.8,224.38,60.32,0.73,18.92,19.66,9.48,0.9,0.91,154.0,166227476.57,1344.33,10.24,0.6,0.8,8.77,1.0,4.0,33.92,61.42,61.42,0.88,7.26,4.02,4.02,1.56,2.73,4.02,5.34,6.11,6.53,6.91
798,227363,25,18,21,1055,5,5,753,179222,5,12,31427089811793.3,37781351854334.78,289.29,64.22,0.95,234.8,235.87,29.37,0.92,0.92,221.07,269300927.38,7792.94,126.36,0.72,0.79,26.52,4.0,12.0,45.5,89.14,89.14,0.29,6.72,3.34,3.33,1.43,2.16,3.34,4.51,5.25,5.58,6.03
799,176273,0,23,19,2827,2,7,65,39541,4,14,34727811141058.09,27773370581847.68,414.89,55.04,1.22,2026.56,2027.84,403.67,0.98,0.99,242.36,865296818.15,56745.45,1016.5,0.35,0.37,167.81,5.0,14.0,47.0,100.0,100.0,0.14,4.92,2.45,2.43,1.16,1.44,2.45,3.43,4.01,4.21,4.5
800,56461,82,11,21,2897,3,7,24,260094,1,12,18946444694328.66,21209024898549.7,314.11,50.82,2.98,85.81,88.79,10.73,0.96,1.0,217.06,297237162.45,2265.42,42.91,0.76,1.07,9.92,4.0,12.0,49.0,89.0,89.0,0.24,3.78,1.29,1.31,0.48,0.94,1.29,1.64,1.93,2.11,2.56
801,28073,12,7,6,1254,3,4,984,49296,5,12,23941021985898.12,26279651935590.65,400.2,50.76,0.9,428.4,429.27,53.61,0.88,0.92,177.8,315211235.42,4848.53,230.16,0.68,0.78,51.11,4.0,12.0,31.73,65.33,65.33,0.27,6.39,3.29,3.28,1.43,2.1,3.29,4.47,5.2,5.53,5.96
802,139397,11,19,7,1812,2,5,889,8088,7,10,27560369120677.68,32892312456987.81,375.49,47.53,0.96,326.95,327.91,54.54,0.91,0.9,183.83,233788070.87,6131.15,178.94,0.61,0.85,49.59,2.75,9.17,30.0,72.5,72.5,0.36,8.67,4.45,4.45,1.97,2.81,4.45,6.11,7.12,7.55,8.12
803,193073,94,8,8,4959,4,9,860,143008,9,9,32877607089954.61,38081572353801.03,274.99,59.71,1.3,55.95,57.26,9.33,1.0,0.99,195.09,239876565.7,5.2,28.04,0.78,1.24,8.91,3.0,9.0,36.0,71.0,71.0,0.62,11.74,5.94,5.96,2.54,3.86,5.94,8.06,9.39,10.0,10.84
804,50169,35,22,9,2365,6,5,430,234740,5,7,25519083694553.32,20196682470004.18,362.17,51.36,1.21,136.45,137.64,22.74,1.0,0.99,223.13,293584892.87,17.95,68.18,0.93,1.13,20.75,3.0,7.0,38.0,88.0,88.0,0.44,6.51,3.37,3.35,1.4,2.21,3.37,4.51,5.21,5.53,5.97
805,206431,53,9,17,674,8,8,170,148418,5,14,31685228449950.15,34880130472148.18,419.42,63.8,1.2,127.31,128.5,15.91,0.96,0.99,221.06,278922918.73,1673.45,63.7,0.62,0.7,14.52,4.0,14.0,45.0,85.0,85.0,0.27,6.67,3.33,3.34,1.45,2.15,3.33,4.54,5.3,5.65,6.12
806,94985,75,12,16,2076,2,4,258,254777,7,4,29406304477265.71,26246817961988.55,341.62,54.12,0.92,21.37,22.29,10.69,1.0,1.0,180.09,167932570.85,4.0,10.74,0.6,0.87,10.07,1.0,4.0,45.0,85.0,85.0,0.97,9.29,4.7,4.7,1.85,3.17,4.7,6.25,7.15,7.63,8.06
807,191576,57,14,10,2578,3,5,837,16545,1,3,41984963254657.58,43911567944812.01,280.7,61.52,1.21,28.5,29.71,14.25,1.0,0.99,187.06,190639927.05,1021.35,14.25,0.8,0.95,13.13,1.0,3.0,38.0,75.0,75.0,0.38,2.96,1.09,1.12,0.37,0.84,1.09,1.35,1.59,1.76,2.16
808,252021,91,17,17,4052,1,1,356,173436,8,10,33037373465067.76,34547438067586.85,273.67,65.62,1.34,19.33,20.67,9.67,0.96,1.0,203.0,231521497.27,0.0,29.01,0.71,1.08,8.97,3.0,10.0,45.0,86.0,86.0,0.52,10.14,5.14,5.2,2.27,3.31,5.14,7.07,8.29,8.85,9.55
809,228842,42,18,6,4189,5,2,8,37692,4,6,32203057904293.68,28655240639861.5,192.16,63.34,1.08,77.65,78.73,19.41,0.96,0.99,224.07,298812046.45,5015.61,38.79,0.75,0.87,17.78,2.0,6.0,35.0,81.0,81.0,0.41,5.16,2.71,2.72,1.11,1.81,2.71,3.64,4.2,4.47,4.82
810,123724,48,15,13,4326,5,3,964,167303,3,3,37569844761186.46,30424089228300.39,376.47,65.38,1.01,33.34,34.35,16.67,1.0,0.99,190.0,215266604.67,2663.58,16.67,0.79,0.9,15.81,1.0,3.0,41.0,79.0,79.0,0.57,5.27,2.12,2.12,0.81,1.45,2.12,2.77,3.14,3.41,3.85
811,247414,75,14,7,2873,7,6,661,178406,1,10,31316301016426.36,31184309733369.57,208.98,62.87,2.3,46.28,48.56,11.57,1.0,0.99,204.0,244162190.82,4.54,34.71,0.7,0.96,10.67,3.0,10.0,35.0,74.0,74.0,0.19,3.82,1.22,1.25,0.47,0.9,1.22,1.56,1.84,2.03,2.62
812,167451,98,13,20,1825,7,6,790,117191,3,12,28526376490408.98,34352454416909.65,432.3,66.6,1.57,36.24,37.81,9.06,0.97,1.0,203.19,250250974.35,13.91,36.24,0.75,0.88,8.37,4.0,12.0,48.0,86.0,86.0,0.23,5.35,2.15,2.16,0.91,1.42,2.15,2.89,3.36,3.59,4.01
813,92470,2,5,8,3763,4,6,133,70092,7,12,20443428078785.83,20455104224446.07,433.47,69.06,0.92,706.63,707.52,182.85,0.96,0.98,179.08,482100533.24,28167.56,613.26,0.51,0.7,153.96,4.0,12.0,36.0,66.0,66.0,0.27,8.47,4.25,4.28,2.0,2.58,4.25,5.97,7.03,7.43,7.95
814,176594,40,23,20,360,5,9,622,38107,1,14,19438910085121.58,21775993041925.15,354.47,45.64,2.65,117.38,120.39,19.58,0.78,0.78,202.0,225494155.03,0.0,83.41,0.63,0.81,17.58,3.71,13.0,38.5,80.14,80.14,0.19,3.85,1.26,1.29,0.5,0.91,1.26,1.61,1.91,2.11,2.69
815,74723,65,10,19,4883,9,2,786,177989,2,14,27255339644850.46,18698428075055.07,291.9,63.18,2.99,53.25,56.23,13.31,0.97,1.0,196.0,284790182.22,618.99,53.3,0.64,0.77,12.01,4.0,14.0,47.0,82.0,82.0,0.17,4.47,1.53,1.55,0.65,1.03,1.53,2.02,2.37,2.56,3.32
816,184539,26,4,13,4157,3,9,503,199841,2,5,32732052049680.2,34626943389075.65,445.53,63.81,0.98,59.33,60.31,29.71,0.97,0.99,179.0,285159592.96,6639.57,29.7,0.44,0.51,26.64,1.0,5.0,42.0,75.0,75.0,0.27,3.19,1.44,1.44,0.56,0.98,1.44,1.89,2.17,2.32,2.54
817,255206,37,14,18,4560,3,3,853,229307,8,13,47253867262715.8,44887957685812.17,266.89,60.44,1.65,44.01,45.66,22.01,1.0,0.99,177.3,228597296.68,0.0,88.02,0.66,1.07,20.99,4.0,13.0,46.0,83.0,83.0,0.38,10.44,5.23,5.23,2.29,3.34,5.23,7.11,8.32,8.87,9.61
818,220252,20,4,7,1293,9,3,186,1203,8,13,23874978443830.89,34583215973551.5,416.29,69.29,1.56,75.92,77.48,37.98,0.99,0.99,179.0,266149643.18,0.0,151.7,0.62,0.97,33.11,4.0,13.0,36.0,66.0,66.0,0.38,11.47,5.36,5.31,2.31,3.42,5.36,7.21,8.36,8.89,9.66
819,183480,75,20,5,3164,8,6,604,116451,1,7,42408054282821.98,32596968913804.31,381.87,50.11,1.7,45.09,46.79,11.27,1.0,0.99,219.0,232799345.66,651.07,22.52,0.65,0.84,10.39,2.0,7.0,33.0,79.0,79.0,0.27,3.62,1.12,1.15,0.44,0.82,1.12,1.42,1.68,1.86,2.57
820,209303,86,5,20,2200,3,1,469,193134,4,3,42857355530431.1,35214549604204.43,459.45,62.34,1.0,18.98,19.98,9.49,0.96,1.0,172.12,187956761.2,1306.72,9.49,0.8,0.91,8.81,1.0,3.0,49.0,81.0,81.0,0.75,6.45,2.82,2.82,1.06,1.94,2.82,3.7,4.15,4.51,4.92
821,132178,84,20,19,3395,5,3,694,201110,1,12,24624113208567.64,24629439271613.64,345.98,54.79,3.17,20.84,24.01,10.42,1.0,1.0,226.0,218083946.44,5332.02,41.69,0.77,1.06,9.57,4.0,12.0,48.0,95.0,95.0,0.19,4.03,1.2,1.24,0.49,0.88,1.2,1.53,1.83,2.03,2.8
822,86676,96,12,13,3250,5,8,417,12472,6,6,19867189111183.93,30496655149181.21,329.66,67.05,1.08,35.71,36.8,8.93,0.96,1.0,206.13,214686985.3,2.16,17.86,0.81,1.0,8.3,2.0,6.0,42.0,83.0,83.0,0.59,8.33,4.13,4.11,1.66,2.75,4.13,5.48,6.33,6.72,7.28
823,40898,34,4,12,2189,1,6,159,230663,2,12,22168413168854.94,27226781844030.92,419.82,56.89,2.98,95.83,98.8,23.96,0.95,0.99,188.06,306015349.61,7437.55,95.86,0.73,0.86,21.72,4.0,12.0,41.0,73.0,73.0,0.18,4.12,1.46,1.47,0.62,0.97,1.46,1.95,2.27,2.44,2.98
824,153245,38,3,12,648,2,3,270,183181,3,10,30141655068853.24,27319273848211.93,374.02,63.03,1.22,43.09,44.31,21.58,0.99,0.99,161.06,266878188.75,2101.95,64.75,0.67,0.81,19.54,3.0,10.0,40.0,66.0,66.0,0.22,4.13,2.07,2.07,0.87,1.35,2.07,2.79,3.23,3.44,3.73
825,102027,39,11,3,4447,8,8,633,196846,1,6,23243305315195.68,21855047966371.73,266.51,62.63,1.87,84.65,86.52,21.16,0.92,0.91,177.43,270962455.14,2893.51,42.3,0.77,0.97,19.33,2.0,6.0,28.79,62.21,62.21,0.25,3.14,1.0,1.03,0.39,0.74,1.0,1.28,1.51,1.66,2.27
826,127140,83,15,11,829,4,6,640,164829,4,4,37152816720654.38,35941372977285.31,270.96,61.5,0.76,19.48,20.24,9.75,1.0,1.0,195.12,180468496.61,0.0,9.75,0.6,0.67,9.06,1.0,4.0,39.0,79.0,79.0,0.58,4.98,2.73,2.74,1.05,1.87,2.73,3.63,4.14,4.42,4.69
827,35174,16,6,14,2290,2,3,573,6070,5,5,31536457012302.67,32090701398844.06,338.99,69.0,1.16,85.6,86.76,42.96,0.99,0.99,177.0,295309646.45,7068.9,85.92,0.88,0.98,37.96,2.0,5.0,43.0,75.0,75.0,0.56,6.42,3.29,3.29,1.38,2.13,3.29,4.45,5.12,5.47,5.95
828,110340,93,15,10,3469,2,8,235,248233,9,4,33625859785544.02,46973005426486.36,379.97,64.27,1.19,17.48,18.68,8.74,1.0,0.99,195.0,190964346.78,0.0,8.77,0.6,1.17,8.14,1.0,4.0,38.0,78.0,78.0,1.22,10.6,5.87,5.91,2.35,3.96,5.87,7.87,9.06,9.72,10.3
829,93400,86,21,17,3612,5,8,762,129169,7,11,38692655507155.97,38088388268837.01,342.84,62.62,1.37,61.59,63.1,10.27,1.0,1.0,244.0,281863791.64,8.94,30.82,0.64,0.87,9.54,3.0,11.0,45.0,95.0,95.0,0.37,9.08,4.61,4.61,2.0,2.93,4.61,6.27,7.31,7.78,8.44
830,110695,0,9,10,3679,9,8,639,137146,8,14,16280007990900.68,21346228401852.81,340.84,70.14,0.69,1358.35,1359.26,324.53,0.93,0.98,221.0,764413685.24,23226.09,681.05,0.33,0.49,148.33,4.0,14.0,38.0,78.0,78.0,0.22,9.46,4.78,4.77,2.27,2.85,4.78,6.69,7.88,8.29,8.82
831,253450,22,6,8,3656,6,5,709,216314,7,11,43220845437862.86,46794599199389.58,325.43,68.27,1.35,278.83,280.18,34.85,0.98,0.99,197.0,276635411.1,13233.83,139.41,0.78,1.14,31.89,4.0,11.0,36.0,70.0,70.0,0.37,8.98,4.5,4.52,1.99,2.87,4.5,6.16,7.21,7.68,8.31
832,248453,33,5,16,1181,5,5,95,94550,5,9,23956428176181.19,23774416899088.39,415.31,64.46,1.23,148.9,150.13,24.82,0.95,0.99,198.0,303630913.4,18.7,74.45,0.74,0.85,22.45,3.0,9.0,45.0,80.0,80.0,0.36,7.71,3.39,3.37,1.45,2.17,3.39,4.55,5.29,5.64,6.21
833,104326,17,4,22,4262,2,5,454,148928,4,3,23337710214707.03,25625154011513.09,347.53,54.93,1.0,81.72,82.72,40.86,0.96,1.0,169.0,297200666.01,1910.84,40.85,0.74,0.84,36.23,1.0,3.0,51.0,82.0,82.0,0.7,4.99,2.73,2.72,1.03,1.87,2.73,3.58,4.04,4.32,4.74
834,165915,74,10,15,1299,9,7,619,214872,2,4,22217435602110.68,26820554228744.96,398.46,65.0,1.04,21.76,22.79,10.89,1.0,0.99,180.0,181017198.12,391.08,10.89,0.6,0.7,10.12,1.0,4.0,43.0,77.0,77.0,0.33,4.09,1.49,1.49,0.58,1.03,1.49,1.93,2.21,2.37,3.04
835,165687,36,20,2,2214,1,5,460,85099,5,10,32342476475671.54,33081103450620.0,429.41,64.49,1.2,136.15,137.27,22.72,0.94,0.96,236.0,311507772.4,3600.29,68.12,0.66,0.76,20.64,3.0,10.0,30.0,79.0,79.0,0.34,7.43,3.39,3.38,1.45,2.18,3.39,4.57,5.3,5.65,6.15
836,22633,19,4,15,890,7,9,912,204807,4,4,29453236559950.6,27028820805683.03,213.09,68.19,0.75,76.01,76.76,38.01,0.99,0.99,174.0,286535479.1,2809.38,38.0,0.56,0.62,33.79,1.0,4.0,44.0,75.0,75.0,0.54,4.84,2.68,2.67,1.06,1.79,2.68,3.56,4.07,4.33,4.6
837,104398,2,11,23,3266,1,4,306,246556,3,3,27793602325771.96,29124086270335.55,285.07,64.23,1.02,109.87,110.87,55.24,0.96,1.0,190.0,320896840.33,1740.57,55.24,0.75,0.86,46.85,1.0,3.0,52.0,89.0,89.0,0.54,3.89,2.05,2.05,0.78,1.4,2.05,2.7,3.06,3.26,3.58
838,125494,72,6,16,4096,6,8,222,141552,9,4,21780409485886.12,18303884338627.35,571.97,60.36,1.13,22.51,23.56,11.23,1.0,1.0,180.1,191388898.12,4.53,11.26,0.61,1.11,10.39,1.0,4.0,45.0,79.0,79.0,1.2,10.5,5.74,5.79,2.35,3.82,5.74,7.77,8.99,9.59,10.18
839,50412,23,19,12,2309,5,8,764,174543,9,4,28165681905775.69,34353861265989.68,299.43,59.62,2.42,130.54,132.95,32.64,1.0,0.99,205.12,253055240.8,1655.27,65.22,1.12,2.22,28.88,2.0,4.0,40.0,82.0,82.0,1.22,10.98,5.97,5.97,2.38,4.0,5.97,7.98,9.11,9.77,10.34
840,206218,73,4,15,1742,1,5,987,168819,4,14,37362158248475.49,36510592414396.1,249.88,61.46,1.45,119.07,120.53,11.91,0.96,0.99,216.0,283682304.9,6064.57,59.61,0.81,0.99,11.04,5.0,14.0,44.0,81.0,81.0,0.26,5.5,2.78,2.78,1.16,1.83,2.78,3.73,4.34,4.63,5.02
841,222128,70,18,21,2137,6,9,967,141888,9,5,25209585751485.49,23127538729165.4,534.21,58.49,1.01,23.8,24.81,11.9,1.0,1.0,221.0,212547342.31,1045.42,11.9,0.48,0.96,10.85,1.0,5.0,50.0,96.0,96.0,1.04,11.31,5.89,5.92,2.44,3.88,5.89,7.98,9.18,9.8,10.67
842,113715,28,20,4,4238,8,8,623,102691,3,8,31959688011151.04,32681599339744.98,460.53,67.8,1.35,169.43,170.78,28.24,0.99,0.98,226.0,294725991.58,9702.01,84.72,0.82,0.96,26.55,3.0,8.0,32.0,78.0,78.0,0.24,4.11,2.06,2.05,0.85,1.35,2.06,2.76,3.19,3.39,3.67
843,22224,11,15,22,1785,5,6,50,150555,3,3,23296013183136.72,21844434108390.61,446.6,61.54,1.01,100.14,101.18,50.08,0.97,1.0,202.0,324525420.51,1313.4,50.08,0.76,0.86,43.07,1.0,3.0,51.0,93.0,93.0,0.53,3.82,2.08,2.06,0.78,1.41,2.08,2.72,3.07,3.27,3.58
844,235553,62,18,5,684,9,7,736,47789,8,9,42771291530230.51,39900414803084.3,269.78,67.01,1.27,82.3,83.57,13.72,1.0,0.99,225.0,259056362.38,7104.01,41.06,0.78,1.07,13.07,3.0,9.0,33.0,78.0,78.0,0.54,10.38,5.13,5.18,2.28,3.26,5.13,7.08,8.28,8.83,9.57
845,107778,82,10,6,3755,8,2,352,151261,9,5,29925155931036.4,29482372791762.8,275.83,51.54,0.99,20.56,21.5,10.28,1.0,0.99,185.0,173018764.78,1949.93,10.3,0.48,0.94,9.4,1.0,5.0,34.0,69.0,69.0,1.05,13.14,6.03,6.06,2.5,4.0,6.03,8.11,9.38,10.0,11.05
846,61623,1,23,10,4537,1,2,32,198571,6,4,24018695360089.25,20582223183219.2,321.34,52.33,0.79,121.27,122.07,60.69,0.96,0.99,219.0,322059734.95,760.93,60.72,0.55,0.71,53.02,1.0,4.0,38.0,86.0,86.0,0.7,6.99,3.82,3.84,1.59,2.51,3.82,5.2,6.0,6.38,6.78
847,236484,86,21,19,3904,1,3,732,3005,4,8,23136932649199.28,28314904345887.25,257.53,62.74,1.51,20.15,21.66,10.08,0.97,1.0,225.06,215987939.1,11.69,30.23,0.87,1.07,9.29,3.0,8.0,48.0,96.0,96.0,0.34,5.97,2.83,2.81,1.15,1.87,2.83,3.75,4.33,4.61,5.01
848,21828,77,21,20,4403,7,7,371,63478,7,7,31474419176557.08,32071410710792.67,355.02,56.72,1.12,65.46,66.59,16.38,1.0,1.0,226.15,306302237.47,6998.52,32.8,0.65,1.0,15.18,2.0,7.0,48.0,95.0,95.0,0.55,8.9,4.66,4.63,1.96,2.97,4.66,6.27,7.23,7.67,8.29
849,85991,27,2,13,3229,4,7,339,162510,1,12,39551801683157.06,36866679786621.28,385.34,64.56,3.12,237.22,240.34,29.67,0.96,0.99,190.06,291783826.6,2530.49,118.67,0.73,0.96,26.78,4.0,12.0,41.0,72.0,72.0,0.2,3.7,1.2,1.22,0.46,0.87,1.2,1.54,1.81,1.99,2.45
850,203417,25,23,15,4668,5,5,747,250022,7,9,28893293554852.2,24853214753969.04,457.9,55.51,1.29,192.1,193.31,32.02,0.96,0.99,240.0,309733831.71,4852.55,96.04,0.74,0.93,28.86,3.0,9.0,43.0,93.0,93.0,0.44,9.08,4.53,4.53,1.97,2.9,4.53,6.16,7.18,7.65,8.29
